intersection_junction_no,intersection_latitude,intersection_longitude,intersection_name,intersection_localname,Road1,Road2,U-turn
35,30.720542,76.773433,"PQCF+59W, Sector 34B, Sector 34, Chandigarh, 160022",Labour Chowk,Dakshin Marg,Sarovar Path,TRUE
